original_passage,tagged_words,response_summary,em_score
"
애플이 집단 소송에 대한 합의금으로 9천5백만 달러에 달하는 금액을 지불하기로 했습니다. 원고 측은 애플의 '인공지능 비서' Siri가 갑자기 켜져서 이용자의 동의 없이 기밀 사항 또는 사적인 내용이 포함된 대화 내용을 수집해 제3자에게 제공했다고 <span adaptation='no'>주장</span>하며 소송을 제기했어요. 사실 애플이 이 '혐의'를 인정한 것은 아니에요. USD 95M 정도로 이 소송을 '종료하기로' 합의를 본 건데요, <span adaptation='no'>애플 입장</span>에서는 소송을 더 이끌어나가는 <span adaptation='no'>위험</span>을 감수하는 것보다 <span adaptation='no'>그냥</span> 빨리 이 건을 마무리짓는 게 낫겠다고 본 것이죠. 애플은 이전에도 집단 소송을 몇 번 경험한 적이 있어요. 작년 1월에는 의도적으로 아이폰이 느려지게 했다는 혐의로 5억짜리 소송에 휘말렸고, 3월에는 <span adaptation='no'>중국</span>에서의 매출 감소에 대한 사실을 주주들에게 은폐했다는 이유로 4.9억을 지불한 바 있어요. 11월에도 영국의 iCloud 사용자를 소위 '앱등이'로 만들고 사용료를 과하게 부과했다며 소송을 당했고요. 이런 것들에 비하면 9천5백만 달러 정도는 귀엽게 느껴지기까지 하네요.","['중국', '위험', '주장', '애플 입장', '그냥']","애플이 95억원의 돈을 물기로 했어요. 사람들이 애플을 고소한 이유는 시리가 허락도 없이 켜져서 사람들의 비밀 이야기를 몰래 듣고 다른 사람에게 알려줬다고 <span adaptation='no'>주장</span>했기 때문이에요. 애플은 잘못을 인정한 것은 아니에요. 하지만 <span adaptation='no'>애플 입장</span>에서는 긴 재판을 하는 것보다 돈을 주고 빨리 끝내는 게 더 좋다고 생각했어요.

애플은 전에도 비슷한 일이 있었어요. 작년 1월에는 일부러 아이폰을 느리게 만들었다고 해서 5억 달러를 물었어요. 3월에는 <span adaptation='no'>중국</span>에서 물건이 잘 안 팔린다는 사실을 숨겼다고 해서 4.9억 달러를 물었어요. 11월에는 영국 사람들에게 너무 비싼 돈을 받았다고 해서 또 고소를 당했어요. 이런 것들에 비하면 이번 95억원은 오히려 적은 돈처럼 보여요.",0.6
"
한옥에서 대문을 들어서면 제일 먼저 만나는 공간이 마당이다. 서양에서 마당과 비슷한 공간은 건물의 중앙에 수직으로 뚫은 중정이다. 중정은 건물 내부의 공간으로 나무와 화초로 정성 들여 가꾸어 놓고 감상하는 정원으로서의 성격이 강하다. 반면에 한옥의 마당은 집의 내부이면서 외부가 되는 공간으로, 일반적으로 비워놓고 집안의 다양한 목적을 충족시키는 복합 생활 공간으로서 활용하였다.
한옥의 마당은 채워지지 않은 빈 공간이기 때문에 그 활용의 폭이 넓어진다. 집의 여유 공간으로서 마당은 농사일을 준비하고 추수 후에는 한바탕 축제를 열기도 하며 때로는 관혼상제의 의식을 치르는 공간이 된다. 또한 마당의 공간적 여유는 한옥에 거주하는 이에게 심리적 여유를 주기도 한다. 한옥의 방에 들어가면 방이 작아도 좁게 느껴지지 않고 마음이 편안해지는데 이는 창문을 통해 보이는 마당이 좁은 실내 공간을 보완하기 때문이다. 마당으로 들어오는 햇볕과 바람을 통해 자연과 마주하게 되는 경험은 <span adaptation='no'>우리의 마음</span>을 여유롭게 하는 데 한몫을 한다. 더욱이 방과 방 사이에 위치한 빈 공간의 마당은 각자의 방에서 거리를 두고 창문을 열어 서로를 바라볼 수 있게 하기 때문에 사람과 사람 간의 멀지도 가깝지도 않은 심정의 거리를 지니게 하는 것이다.
한편, 느슨한 경계선으로서의 한옥의 마당이 지닌 공간적 성격은 자연과 사람, 사람과 사람의 만남을 이끌며 소통의 공간으로서 기능하게 하였다. 자연과 사람의 중간 영역인 마당을 통해 인간은 자연과 교감하면서 자연의 품에 들어간다. 채와 채의 중간 영역으로서 마당은 혼례와 같은 잔칫날이나 장례와 같은 통과의례가 치러지는 장소이다. 이때 마당은 외부인을 들이면서 외부인과 내부인의 만남이 일어나게 하고 때로는 신분을 넘어선 만남도 가능하게 하는 장이 된다.
이렇듯 한옥의 마당은 다양한 용도로 활용 가능한 열린 공간이었다. 마당은 여유 공간으로서 다목적 생활 공간이자 공용 공간이 되었다. 또한 중간 영역으로서 인간과 자연의 소통이 일어났을 뿐만 아니라 가족과 사회 공동체 구성원 간의 소통을 원활하게 하는 공간이었다.
",['우리의 마음'],"한옥에 들어가면 가장 먼저 마당이 나와요. 서양 집에도 비슷한 공간이 있는데, 이를 중정이라고 해요. 중정은 건물 가운데 있는 정원이에요. 하지만 한옥의 마당은 달라요. 마당은 비워둔 채로 여러 가지로 쓸 수 있어요.

한옥의 마당은 비어있어서 무엇이든 할 수 있어요. 농사일도 하고, 추수를 마치면 잔치도 열어요. 결혼식이나 장례식 같은 큰 행사도 마당에서 해요.

마당이 있어서 사람들은 마음이 편안해져요. 방이 작아도 창문 밖 마당을 보면 넓게 느껴져요. 마당으로 들어오는 햇빛과 바람은 <span adaptation='no'>우리의 마음</span>을 평화롭게 해줘요. 방과 방 사이에 마당이 있어서 서로 알맞은 거리를 두고 지낼 수 있어요.

마당은 자연과 사람, 사람과 사람을 이어주는 곳이에요. 마당에서 자연을 만나고, 다른 사람들도 만나요. 잔치나 장례식 때는 마당에서 다른 사람들을 만나고 이야기를 나눠요.

한옥의 마당은 열린 공간이에요. 여러 가지로 쓸 수 있고, 자연과 사람들을 만나는 곳이에요. 가족들과 이웃들이 서로 이야기를 나누는 곳이기도 해요.",1
"
해와 달, 다섯 개의 산봉우리가 그려진 병풍을 본 적 있나요? 이는 「일월오봉병」이라는 작품으로, 왕의 자리를 상징하여 조선 시대를 배경으로 한 드라마에 자주 등장하곤 합니다. 이러한 병풍은 중요한 실용품이자 예술품으로서, 오랜 세월 우리 생활 속에 함께해 왔습니다.
병풍은 오랜 역사를 가지고 있습니다. 우리나라에서 병풍이 사용된 것은 7세기까지 거슬러 올라갑니다. 「삼국사기」에 따르면 신라가 당나라에 보낸 조공 중에 병풍이 포함되어 있습니다. 무려 천년이 넘는 역사를 가진 셈입니다. <span adaptation='no'>조선 시대 때</span>는 유교 문화가 발달하자 병풍이 의례용으로 많이 사용되면서 전성기를 맞이하기도 했습니다.
병풍은 보통의 그림과는 다른 특징이 있습니다. 병풍은 접고 펴기가 편하게 여러 장의 나무판을 엮어서 만듭니다. 그리고 그 위에 종이나 삼베를 붙여 그림을 그리거나 글씨를 쓰는데, 일반적인 그림이 하나의 장면을 보여 주는 것과 달리 병풍은 여러 장면을 보여 주어 이야기의 시간적 흐름을 표현할 수 있습니다. 또한 여러 폭의 장면을 통해 공간감을 형성할 수도 있습니다.
병풍은 다양한 역할을 했습니다. 장식품으로서 집안을 꾸미는 데 사용되기도 하고, 좋은 글이나 그림을 보기 위해 사용되기도 했습니다. 또 공간을 나누거나 바람을 막고 벽을 가리는 등 실용적 용도로도 사용되었습니다. 혼례나 제사 등의 집안 행사 때는 의례용으로도 사용되었는데, 소망이나 의미를 담은 병풍을 세워서 일상적인 공간을 특별한 장소로 만들었습니다.
이처럼 병풍은 그만의 특징과 오랜 역사를 지녔고, 쓰임새가 다양했습니다. 현대에는 다양한 장식품이 등장하고 주거나 의례 형태가 변화하면서 병풍의 소비가 감소하였으나, 과거의 병풍을 복원하거나 현대적인 요소를 더하는 등 그 아름다움과 가치를 <span adaptation='no'>계승</span>하기 위한 노력은 계속되고 있습니다.
","['조선 시대 때', '계승']","해와 달, 다섯 개의 산이 그려진 병풍을 본 적 있나요? 이런 병풍은 임금님의 자리를 뜻해요. 그래서 옛날 이야기를 다룬 드라마에서 자주 볼 수 있어요.

병풍은 아주 오래전부터 있었어요. 신라 시대에도 병풍이 있었대요. <span adaptation='no'>조선 시대 때</span>는 특히 많은 사람들이 병풍을 썼어요.

병풍은 특별해요. 여러 장의 나무판을 이어 붙여서 접었다 폈다 할 수 있게 만들어요. 그 위에 종이나 천을 붙이고 그림을 그려요. 보통 그림은 한 장면만 보여주지만, 병풍은 여러 장면을 한꺼번에 보여줄 수 있어요.

병풍은 여러 가지로 쓰였어요. 집안을 예쁘게 꾸미는 데 썼고, 좋은 그림이나 글씨를 보려고도 썼어요. 또 방을 나누거나 바람을 막는 데도 썼어요. 결혼식이나 제사 때도 병풍을 세워서 특별한 자리를 만들었어요.

지금은 예전만큼 병풍을 많이 쓰지 않아요. 하지만 옛날 병풍을 다시 만들거나 새로운 방식으로 꾸미는 등 병풍의 아름다움을 지키려고 노력하고 있어요.",0.5
"
애플이 <span adaptation='no'>집단 소송</span>에 대한 합의금으로 9천5백만 달러에 달하는 금액을 지불하기로 했습니다. 원고 측은 애플의 '인공지능 비서' Siri가 갑자기 켜져서 이용자의 동의 없이 기밀 사항 또는 사적인 내용이 포함된 대화 내용을 수집해 제3자에게 <span adaptation='no'>제공</span>했다고 주장하며 소송을 제기했어요. 사실 애플이 이 '혐의'를 인정한 것은 아니에요. USD 95M 정도로 이 소송을 '종료하기로' 합의를 본 건데요, 애플 입장에서는 소송을 더 이끌어나가는 위험을 감수하는 것보다 그냥 빨리 이 건을 마무리짓는 게 낫겠다고 본 것이죠. 애플은 이전에도 집단 소송을 몇 번 경험한 적이 있어요. 작년 1월에는 의도적으로 <span adaptation='no'>아이폰</span>이 느려지게 했다는 혐의로 5억짜리 소송에 휘말렸고, 3월에는 중국에서의 매출 감소에 대한 사실을 주주들에게 은폐했다는 이유로 4.9억을 지불한 바 있어요. 11월에도 영국의 iCloud 사용자를 소위 '앱등이'로 만들고 사용료를 과하게 부과했다며 소송을 당했고요. 이런 것들에 비하면 9천5백만 달러 정도는 귀엽게 느껴지기까지 하네요.","['아이폰', '제공', '집단 소송']","애플이 큰 돈(9천5백만 달러)을 물어주기로 했어요. 사람들이 애플을 고발했거든요. 애플의 음성 비서 시리가 허락도 없이 켜져서 사람들의 비밀 이야기를 몰래 듣고 다른 사람에게 <span adaptation='no'>제공</span>했다고 말했어요. 애플은 잘못을 인정하진 않았지만, 빨리 문제를 해결하고 싶어서 돈을 내기로 했어요.

애플은 전에도 비슷한 일이 있었어요. 작년 1월에는 일부러 <span adaptation='no'>아이폰</span>을 느리게 만들었다고 해서 5억 달러를 물었어요. 3월에는 중국에서 물건이 잘 안 팔린다는 사실을 숨겼다고 해서 4억 9천만 달러를 물었어요. 11월에는 영국 사람들에게 너무 비싼 돈을 받았다고 해서 또 고발당했어요. 이런 것들에 비하면 이번에 내는 돈은 오히려 적은 편이네요.",0.666666667
"
애플이 집단 소송에 대한 합의금으로 9천5백만 달러에 달하는 금액을 지불하기로 했습니다. 원고 측은 애플의 '인공지능 비서' Siri가 갑자기 켜져서 이용자의 동의 없이 기밀 사항 또는 사적인 내용이 포함된 대화 내용을 수집해 제3자에게 제공했다고 주장하며 소송을 제기했어요. 사실 애플이 이 '혐의'를 인정한 것은 아니에요. USD 95M 정도로 이 소송을 '종료하기로' 합의를 본 건데요, 애플 입장에서는 소송을 더 이끌어나가는 위험을 감수하는 것보다 그냥 빨리 이 건을 마무리짓는 게 낫겠다고 본 것이죠. 애플은 이전에도 집단 소송을 몇 번 경험한 적이 있어요. 작년 1월에는 의도적으로 아이폰이 느려지게 했다는 혐의로 5억짜리 소송에 휘말렸고, 3월에는 중국에서의 매출 감소에 대한 사실을 주주들에게 은폐했다는 이유로 4.9억을 지불한 바 있어요. 11월에도 영국의 iCloud 사용자를 소위 '앱등이'로 만들고 사용료를 과하게 <span adaptation='no'>부과</span>했다며 소송을 당했고요. 이런 것들에 비하면 9천5백만 달러 정도는 귀엽게 느껴지기까지 하네요.",['부과'],"애플이 재판을 끝내기 위해 9천5백만 달러(약 1천2백억 원)를 내기로 했어요. 

사람들은 애플의 음성비서 시리(Siri)가 허락도 없이 켜져서 개인의 비밀 이야기를 몰래 듣고 다른 사람에게 알려줬다고 말했어요. 애플은 이게 사실이라고 인정하지는 않았지만, 긴 재판을 피하고 싶어서 돈을 내고 재판을 빨리 끝내기로 했어요.

애플은 전에도 여러 번 비슷한 재판을 겪었어요. 작년 1월에는 아이폰을 일부러 느리게 만들었다고 해서 5억 달러를 냈어요. 3월에는 중국에서 장사가 잘 안 된다는 걸 주주들에게 말하지 않아서 4.9억 달러를 냈어요. 11월에는 영국의 아이클라우드 사용자들에게 돈을 너무 많이 <span adaptation='no'>부과</span>했다고 재판을 당했어요. 이런 것들과 비교하면 이번 9천5백만 달러는 오히려 적은 금액처럼 보여요.",1
"
한옥에서 대문을 들어서면 제일 먼저 만나는 공간이 마당이다. 서양에서 마당과 비슷한 공간은 건물의 중앙에 수직으로 뚫은 중정이다. 중정은 건물 내부의 공간으로 나무와 화초로 정성 들여 가꾸어 놓고 감상하는 정원으로서의 성격이 강하다. 반면에 한옥의 마당은 집의 내부이면서 외부가 되는 공간으로, 일반적으로 비워놓고 집안의 다양한 목적을 충족시키는 복합 생활 공간으로서 활용하였다.
한옥의 마당은 채워지지 않은 빈 공간이기 때문에 그 활용의 폭이 넓어진다. 집의 여유 공간으로서 마당은 농사일을 준비하고 추수 후에는 한바탕 축제를 열기도 하며 때로는 관혼상제의 의식을 치르는 공간이 된다. 또한 마당의 공간적 여유는 한옥에 거주하는 이에게 심리적 여유를 주기도 한다. 한옥의 방에 들어가면 방이 작아도 좁게 느껴지지 않고 마음이 편안해지는데 이는 창문을 통해 보이는 마당이 좁은 실내 공간을 보완하기 때문이다. 마당으로 들어오는 <span adaptation='no'>햇볕과 바람</span>을 통해 자연과 마주하게 되는 경험은 우리의 마음을 여유롭게 하는 데 한몫을 한다. 더욱이 방과 방 사이에 위치한 빈 공간의 마당은 각자의 방에서 거리를 두고 창문을 열어 서로를 바라볼 수 있게 하기 때문에 사람과 사람 간의 멀지도 가깝지도 않은 <span adaptation='no'>심정의 거리</span>를 지니게 하는 것이다.
한편, 느슨한 경계선으로서의 한옥의 마당이 지닌 공간적 성격은 자연과 사람, 사람과 사람의 만남을 이끌며 소통의 공간으로서 기능하게 하였다. 자연과 사람의 중간 영역인 마당을 통해 인간은 자연과 교감하면서 자연의 품에 들어간다. 채와 채의 중간 영역으로서 마당은 혼례와 같은 잔칫날이나 <span adaptation='no'>장례와 같은 통과의례</span>가 치러지는 장소이다. 이때 마당은 외부인을 들이면서 외부인과 내부인의 만남이 일어나게 하고 때로는 신분을 넘어선 만남도 가능하게 하는 장이 된다.
이렇듯 한옥의 마당은 다양한 용도로 활용 가능한 열린 공간이었다. 마당은 여유 공간으로서 다목적 생활 공간이자 공용 공간이 되었다. 또한 중간 영역으로서 인간과 자연의 소통이 일어났을 뿐만 아니라 가족과 사회 공동체 구성원 간의 소통을 원활하게 하는 공간이었다.
","['햇볕과 바람', '심정의 거리', '장례와 같은 통과의례']","한옥에 들어가면 가장 먼저 마당이 나와요. 서양 집에도 비슷한 공간이 있는데, 이를 '중정'이라고 해요. 중정은 건물 가운데 있는 정원이에요. 하지만 한옥의 마당은 달라요. 마당은 비어있는 공간이어서 여러 가지로 쓸 수 있어요.

마당은 비어있어서 무엇이든 할 수 있어요. 농사일도 하고, 잔치도 열고, 중요한 행사도 할 수 있어요. 방이 작아도 창문으로 마당이 보여서 답답하지 않아요. <span adaptation='no'>햇볕과 바람</span>이 마당으로 들어와서 기분이 좋아져요. 방과 방 사이에 마당이 있어서 사람들은 서로 <span adaptation='no'>심정의 거리</span>를 잘 지킬 수 있어요.

마당은 사람들이 만나는 곳이기도 해요. 자연과 만나고, 다른 사람들과도 만나요. 잔치나 <span adaptation='no'>장례와 같은 통과의례</span>도 마당에서 해요. 마당에서는 집 안 사람과 바깥 사람이 만나고, 신분이 다른 사람들도 만날 수 있어요.

이처럼 마당은 여러 가지로 쓸 수 있는 열린 공간이에요. 생활하는 공간이면서, 사람들이 만나고 이야기하는 곳이에요.",1
"
해와 달, 다섯 개의 산봉우리가 그려진 병풍을 본 적 있나요? 이는 「일월오봉병」이라는 작품으로, 왕의 자리를 상징하여 조선 시대를 배경으로 한 드라마에 자주 등장하곤 합니다. 이러한 병풍은 중요한 실용품이자 예술품으로서, 오랜 세월 우리 생활 속에 함께해 왔습니다.
병풍은 오랜 역사를 가지고 있습니다. 우리나라에서 병풍이 사용된 것은 7세기까지 거슬러 올라갑니다. 「삼국사기」에 따르면 신라가 당나라에 보낸 조공 중에 병풍이 포함되어 있습니다. 무려 천년이 넘는 역사를 가진 셈입니다. 조선 시대 때는 유교 문화가 발달하자 병풍이 의례용으로 많이 사용되면서 전성기를 맞이하기도 했습니다.
병풍은 보통의 그림과는 다른 특징이 있습니다. 병풍은 접고 펴기가 편하게 여러 장의 나무판을 엮어서 만듭니다. 그리고 그 위에 종이나 삼베를 붙여 그림을 그리거나 글씨를 쓰는데, 일반적인 그림이 하나의 장면을 보여 주는 것과 달리 병풍은 여러 장면을 보여 주어 이야기의 시간적 흐름을 표현할 수 있습니다. 또한 여러 폭의 장면을 통해 공간감을 형성할 수도 있습니다.
병풍은 다양한 역할을 했습니다. 장식품으로서 집안을 꾸미는 데 사용되기도 하고, 좋은 글이나 그림을 보기 위해 사용되기도 했습니다. 또 공간을 나누거나 바람을 막고 벽을 가리는 등 실용적 용도로도 사용되었습니다. 혼례나 제사 등의 집안 행사 때는 의례용으로도 사용되었는데, 소망이나 의미를 담은 병풍을 세워서 일상적인 공간을 특별한 장소로 만들었습니다.
이처럼 병풍은 그만의 특징과 오랜 역사를 지녔고, 쓰임새가 다양했습니다. 현대에는 다양한 장식품이 등장하고 주거나 의례 형태가 변화하면서 병풍의 소비가 감소하였으나, 과거의 병풍을 복원하거나 현대적인 요소를 더하는 등 그 아름다움과 가치를 계승하기 위한 노력은 <span adaptation='no'>계속</span>되고 있습니다.
",['계속'],"해와 달, 다섯 개의 산이 그려진 병풍을 본 적 있나요? 이런 병풍은 임금님의 자리를 뜻해요. 옛날 이야기가 나오는 드라마에서 자주 볼 수 있어요.

병풍은 아주 오래전부터 있었어요. 신라 시대 때부터 병풍을 썼다고 해요. 조선 시대에는 더 많은 사람들이 병풍을 사용했어요.

병풍은 특별한 방법으로 만들어요. 나무판을 여러 장 이어 붙이고, 그 위에 종이나 천을 붙여요. 그리고 그림이나 글씨를 그려요. 병풍은 여러 장면을 한꺼번에 볼 수 있어서 좋아요.

사람들은 병풍을 여러 가지로 사용했어요. 집을 예쁘게 꾸미거나, 좋은 그림을 보려고 썼어요. 방을 나누거나 바람을 막는 데도 썼어요. 결혼식이나 제사 때도 병풍을 세워서 특별한 자리를 만들었어요.

지금은 예전만큼 병풍을 많이 쓰지 않아요. 하지만 옛날 병풍을 고치거나 새로운 병풍을 만드는 일은 <span adaptation='no'>계속</span> 하고 있어요.",1
"
애플이 집단 소송에 대한 합의금으로 9천5백만 달러에 달하는 금액을 지불하기로 했습니다. <span adaptation='no'>원고 측은 애플</span>의 '<span adaptation='no'>인공지능 비서</span>' Siri가 갑자기 켜져서 이용자의 동의 없이 기밀 사항 또는 사적인 내용이 포함된 대화 내용을 수집해 제3자에게 제공했다고 주장하며 소송을 제기했어요. 사실 애플이 이 '혐의'를 인정한 것은 아니에요. USD 95M 정도로 이 소송을 '종료하기로' 합의를 본 건데요, 애플 입장에서는 소송을 더 이끌어나가는 위험을 감수하는 것보다 그냥 빨리 이 건을 마무리짓는 게 낫겠다고 본 것이죠. 애플은 <span adaptation='no'>이전</span>에도 집단 소송을 몇 번 경험한 적이 있어요. 작년 1월에는 의도적으로 아이폰이 느려지게 했다는 혐의로 5억짜리 소송에 휘말렸고, 3월에는 중국에서의 매출 감소에 대한 사실을 주주들에게 은폐했다는 이유로 4.9억을 지불한 바 있어요. 11월에도 영국의 iCloud 사용자를 소위 '앱등이'로 만들고 사용료를 과하게 부과했다며 소송을 당했고요. 이런 것들에 비하면 9천5백만 달러 정도는 귀엽게 느껴지기까지 하네요.","['이전', '인공지능 비서', '원고 측은 애플']","애플이 재판을 끝내기 위해 950억 원(9천5백만 달러)을 내기로 했어요. <span adaptation='no'>원고 측은 애플</span>의 '<span adaptation='no'>인공지능 비서</span>' Siri가 허락도 없이 켜져서 사람들의 비밀스러운 이야기를 듣고 다른 사람에게 알려줬다고 말했어요.

애플은 자기들이 잘못했다고 인정한 건 아니에요. 다만 오래 재판하는 것보다 돈을 내고 빨리 끝내는 게 더 좋다고 생각한 거예요.

애플은 <span adaptation='no'>이전</span>에도 비슷한 일이 여러 번 있었어요. 작년에는 일부러 아이폰을 느리게 만들었다고 해서 5억 달러를 냈어요. 또 중국에서 장사가 잘 안 된다는 걸 숨겼다고 해서 4.9억 달러를 냈어요. 11월에는 영국 사람들에게 아이클라우드 값을 너무 비싸게 받았다고 해서 또 재판을 받게 됐어요. 이런 것들에 비하면 이번 9천5백만 달러는 오히려 적은 돈처럼 보여요.",1
"
해와 달, 다섯 개의 산봉우리가 그려진 병풍을 본 적 있나요? 이는 「일월오봉병」이라는 작품으로, 왕의 자리를 상징하여 조선 시대를 배경으로 한 드라마에 자주 등장하곤 합니다. 이러한 병풍은 중요한 실용품이자 예술품으로서, 오랜 세월 우리 생활 속에 함께해 왔습니다.
병풍은 오랜 역사를 가지고 있습니다. 우리나라에서 병풍이 사용된 것은 7세기까지 거슬러 올라갑니다. 「삼국사기」에 따르면 신라가 당나라에 보낸 조공 중에 병풍이 포함되어 있습니다. 무려 천년이 넘는 역사를 가진 셈입니다. 조선 시대 때는 유교 문화가 발달하자 병풍이 의례용으로 많이 사용되면서 전성기를 맞이하기도 했습니다.
병풍은 보통의 그림과는 다른 특징이 있습니다. 병풍은 접고 펴기가 편하게 여러 장의 나무판을 엮어서 만듭니다. 그리고 그 위에 종이나 삼베를 붙여 그림을 그리거나 글씨를 쓰는데, 일반적인 그림이 <span adaptation='no'>하나의 장면</span>을 보여 주는 것과 달리 병풍은 여러 장면을 보여 주어 이야기의 시간적 흐름을 표현할 수 있습니다. 또한 여러 폭의 장면을 통해 공간감을 형성할 수도 있습니다.
병풍은 다양한 역할을 했습니다. 장식품으로서 집안을 꾸미는 데 사용되기도 하고, 좋은 글이나 그림을 보기 위해 사용되기도 했습니다. 또 공간을 나누거나 바람을 막고 벽을 가리는 등 실용적 용도로도 사용되었습니다. 혼례나 제사 등의 집안 행사 때는 의례용으로도 사용되었는데, <span adaptation='no'>소망</span>이나 의미를 담은 병풍을 세워서 일상적인 공간을 특별한 장소로 만들었습니다.
이처럼 병풍은 그만의 특징과 오랜 역사를 지녔고, 쓰임새가 다양했습니다. 현대에는 다양한 장식품이 등장하고 주거나 의례 형태가 변화하면서 병풍의 소비가 감소하였으나, 과거의 병풍을 복원하거나 현대적인 요소를 더하는 등 그 아름다움과 가치를 계승하기 위한 노력은 계속되고 있습니다.
","['소망', '하나의 장면']","임금님 뒤에 있는 병풍을 본 적 있나요? 해와 달, 다섯 개의 산이 그려진 이 병풍은 '일월오봉병'이라고 해요. 이 병풍은 임금님의 자리를 뜻해요.

병풍은 아주 오래전부터 있었어요. 신라 시대에도 병풍이 있었대요. 조선 시대에는 더 많은 사람들이 병풍을 사용했어요.

병풍은 특별한 방법으로 만들어요. 나무판을 여러 개 이어 붙이고, 그 위에 종이나 천을 붙여요. 그리고 그 위에 그림을 그리거나 글씨를 써요. 병풍은 <span adaptation='no'>하나의 장면</span>이 아니라 여러 장면을 보여줄 수 있어요.

병풍은 여러 가지로 쓰였어요. 집을 예쁘게 꾸미는 데도 쓰고, 방을 나누거나 바람을 막는 데도 썼어요. 결혼식이나 제사 때도 병풍을 썼는데, <span adaptation='no'>소망</span>을 담은 그림을 그려서 특별한 분위기를 만들었어요.

요즘은 병풍을 많이 쓰지 않아요. 하지만 옛날 병풍을 다시 만들거나 새로운 방식으로 꾸미는 등 병풍의 아름다움을 지키려고 노력하고 있어요.",1
"
애플이 집단 소송에 대한 합의금으로 9천5백만 달러에 달하는 금액을 지불하기로 했습니다. 원고 측은 애플의 '인공지능 비서' Siri가 갑자기 켜져서 이용자의 동의 없이 기밀 사항 또는 사적인 내용이 포함된 대화 내용을 수집해 제3자에게 제공했다고 주장하며 소송을 <span adaptation='no'>제기</span>했어요. 사실 애플이 이 '혐의'를 인정한 것은 아니에요. <span adaptation='no'>USD 95M 정도</span>로 이 소송을 '종료하기로' 합의를 본 건데요, 애플 입장에서는 소송을 더 이끌어나가는 위험을 감수하는 것보다 그냥 빨리 이 건을 마무리짓는 게 낫겠다고 본 것이죠. 애플은 이전에도 집단 소송을 몇 번 경험한 적이 있어요. 작년 1월에는 의도적으로 아이폰이 느려지게 했다는 혐의로 5억짜리 소송에 휘말렸고, 3월에는 중국에서의 매출 감소에 대한 사실을 주주들에게 은폐했다는 이유로 4.9억을 지불한 바 있어요. 11월에도 영국의 iCloud 사용자를 소위 '앱등이'로 만들고 사용료를 과하게 부과했다며 소송을 당했고요. 이런 것들에 비하면 9천5백만 달러 정도는 귀엽게 느껴지기까지 하네요.","['제기', 'USD 95M 정도']","애플이 사람들에게 많은 돈(9천5백만 달러)을 주기로 했어요. 사람들은 애플의 시리(휴대폰 비서)가 허락도 없이 자기들의 비밀 이야기를 몰래 듣고 다른 사람에게 알려줬다고 소송을 <span adaptation='no'>제기</span>했어요. 애플은 자기들이 잘못했다고 말하진 않았지만, 오래 싸우는 것보다 돈을 주고 빨리 끝내는 게 낫다고 생각했어요.

애플은 전에도 이런 일이 몇 번 있었어요. 작년에는 일부러 휴대폰을 느리게 만들었다고 해서 5억 달러를 내야 했고, 중국에서 장사가 잘 안 된다는 걸 숨겼다고 해서 4.9억 달러를 냈어요. 11월에는 영국 사람들이 아이클라우드 값을 너무 비싸게 받았다며 화를 냈어요. 이런 다른 소송들과 비교하면 이번에 내는 <span adaptation='no'>USD 95M 정도</span>는 그리 많은 돈이 아닌 것 같네요.",1
