original_passage,tagged_words,response_summary,em_score
"
나그네가 눈보라 치는 산길을 걷고 있었다. 그는 해가 지기 전에 아랫마을에 도착하려고 하였다. 시간을 지체하다가 체온이 떨어져 목숨이 위험할 수도 있기 때문이었다.
정상에 이르렀을 때, 나그네는 한 남자를 보았다. 나그네는 기뻐하며 그에게 다가갔다.
""어디로 가십니까?""
인기척을 느낀 남자는 반갑게 대답하였다.
""산 아랫마을에 갑니다.""
""저도 그곳으로 갑니다. 길동무를 만나다니 행운입니다.""
땅 위로 어둠이 내리고 있었지만, 서로 의지한다면 아랫마을에 도착할 수 있을 것 같았다.
얼마쯤 걸었을까. 나그네는 조금 전에 갔던 길을 다시 걷고 있다는 것을 깨달았다.
""아무래도 길을 잃은 것 같습니다.""
남자도 나그네의 얼굴을 초조하게 <span adaptation='no'>바라보며</span> 대답하였다.
""큰일이군요. 날이 점점 어두워지고 있어요.""
나그네는 산등성이를 바라보더니 이내 앞장서서 걷기 시작하였다.
""저를 따라오세요.""
산 중턱에 이르렀을 때, 나그네는 눈 위에 솟아오른 무언가를 보았다. 그것은 사람의 <span adaptation='no'>발이</span>었다. 나그네와 남자가 놀라며 쓰러진 사람에게 다가가려는 순간, 그의 발이 움직였다.
나그네는 쓰러진 노인에게 달려가 몸을 흔들었다.
""정신 차려요! 이대로 있다가는 죽어요.""
백발이 성성한 노인은 얕은 숨을 내뱉을 뿐이었다. 그를 그대로 두었다가는 목숨을 잃을 것이 뻔하였다. 나그네는 남자에게 말하였다.
""이분을 모시고 내려갑시다.""
남자는 고개를 내저었다.
""안 돼요. 자칫하면 우리까지 얼어 죽어요!""
""그럼 이 사람을 버려두고 가겠다는 말입니까?""
""내 알 바가 아니오.""
남자는 혼자 길을 떠났다. 나그네는 노인을 등에 업었다.
눈보라가 거세게 몰아쳤지만, 나그네는 노인을 잡은 손에 힘을 주며 앞으로 나아갔다.
다행히 눈보라는 점차 약해졌고, 서로의 온기로 체온이 유지되었다.
어느 순간, 아랫마을이 보이기 시작하였다. 나그네는 안도감에 마을을 둘러보다 마을 입구에 한 사람이 쓰러져 있는 것을 발견하였다.
혼자 산을 내려갔던 그 남자였다.
","['발이', '바라보며']","어느 날 한 사람이 눈이 많이 오는 산길을 걷고 있었어요. 해가 지기 전에 아랫마을에 가야 했어요. 늦으면 추워서 위험했거든요. 

산 꼭대기에서 다른 사람을 만났어요. 그 사람도 아랫마을로 간다고 했어요. 두 사람은 함께 가기로 했지만 점점 어두워지면서 길을 잃었어요. 

그때 눈 위에 누군가 쓰러져 있는 걸 봤어요. 늙은 할아버지였어요. ""할아버지를 함께 데리고 가요."" 한 사람이 말했어요. 하지만 다른 사람은 ""안 돼요. 우리도 위험해질 거예요.""라고 말하고 혼자 가버렸어요.

남은 사람은 할아버지를 업고 힘들게 걸었어요. 눈보라가 세게 쳤지만, 서로 의지하면서 따뜻함을 나눴어요. 드디어 마을에 도착했어요. 그런데 마을 입구에서 혼자 간 그 사람이 쓰러져 있었어요.",0.0
"
교탁 앞에 선 선생님은 한 손에 한 장씩 색종이를 들어 보였어요. 노란 색종이와 파란 색종이였어요.
“노란 색종이와 파란 색종이는 색깔이 틀린 걸까?”
“네!”
아이들이 대답했어요. 왜 저런 쉬운 질문을 하는 걸까 하는 표정으로 고개를 갸웃거리면서요. 그런데 선생님은 고개를 흔들었어요.
“너희가 잘못 알고 있구나. 노란 색종이와 파란 색종이는 색깔이 다른 거야. 색깔이 틀린 게 아니야.”
선생님은 칠판에 ‘다르다’와 ‘틀리다’를 쓰셨어요. 보람이의 머릿속에 물음표가 솟았어요.
‘선생님께서 무슨 말씀을 하시려고 저러는 걸까? 내가 한 행동과 무슨 상관일까?’ 
선생님은 아이들을 둘러보며 말씀하셨어요.
“사람들은 종종 ‘다르다’와 ‘틀리다’를 제대로 구별하지 못하고 쓴단다. 하지만 다른 것은 틀린 것이 아니야. ‘다르다’의 반대말은 ‘같다’이고, ‘틀리다’의 반대말은 ‘맞다’야. 내 피부색과 친구의 피부색이 다르다고 해서 틀렸다고 하면 안 돼. 내 얼굴과 친구의 얼굴이 다르다고 해서 틀리다고 하면 안 돼.”
선생님이 보람이와 윤정이를 번갈아 바라보았어요. 그리고 다시 말문을 여셨어요.
“내 생각이랑 다르다고 해서 틀렸다고 하면 안 돼. 그건 자기만 잘나고, 자기와 다른 건 전부 틀렸다고 주장하는 거야. 나와 다르다고 해서 나쁜 게 아니지. 그냥 다를 뿐이야. 우리는 모두 소중한 사람이야. 그러니까 우리는 서로 존중하고 배려해야 해.” 
보람이는 <span adaptation='no'>그제야</span> 선생님의 말뜻을 조금 알 수 있었어요. 노란 색종이처럼 서로 다를 뿐이라는 것을요. 파란 색종이가 맞고, 노란 색종이가 틀린 것은 아니라는 것을요.
",['그제야'],"선생님이 두 장의 색종이를 들고 교실 앞에 섰어요.
""이 노란 색종이와 파란 색종이는 색깔이 틀린 걸까요?""
""네!"" 아이들이 대답했어요.
하지만 선생님은 고개를 흔들었어요.
""아니에요. 이 색종이들은 색깔이 다른 거예요. 틀린 게 아니에요.""

선생님은 칠판에 '다르다'와 '틀리다'라는 말을 썼어요.
""'다르다'는 '같다'의 반대예요. '틀리다'는 '맞다'의 반대예요.""라고 설명했어요.

선생님이 더 자세히 설명했어요.
""친구의 피부색이 나와 다르다고 틀린 게 아니에요.
친구의 얼굴이 나와 다르다고 틀린 게 아니에요.
친구의 생각이 나와 다르다고 틀린 게 아니에요.
우리는 모두 다르지만 모두 소중해요.
그래서 서로를 존중하고 배려해야 해요.""

보람이는 <span adaptation='no'>그제야</span> 선생님 말씀을 이해했어요.
노란 색종이와 파란 색종이처럼 우리는 서로 달라요.
하지만 누구도 틀린 사람은 없어요.",1.0
"
해와 달, 다섯 개의 산봉우리가 그려진 병풍을 본 적 있나요? 이는 「일월오봉병」이라는 작품으로, 왕의 자리를 상징하여 조선 시대를 배경으로 한 드라마에 자주 등장하곤 합니다. 이러한 병풍은 중요한 실용품이자 예술품으로서, 오랜 세월 우리 생활 속에 <span adaptation='no'>함께해</span> 왔습니다.
병풍은 오랜 역사를 가지고 있습니다. 우리나라에서 병풍이 사용된 것은 7세기까지 거슬러 올라갑니다. 「삼국사기」에 따르면 신라가 당나라에 보낸 조공 중에 병풍이 포함되어 있습니다. 무려 천년이 넘는 역사를 가진 셈입니다. 조선 시대 때는 유교 문화가 발달하자 병풍이 의례용으로 많이 사용되면서 전성기를 맞이하기도 했습니다.
병풍은 보통의 그림과는 다른 특징이 있습니다. 병풍은 <span adaptation='no'>접고</span> 펴기가 편하게 여러 장의 나무판을 엮어서 만듭니다. 그리고 그 위에 종이나 삼베를 <span adaptation='no'>붙여</span> 그림을 그리거나 글씨를 쓰는데, 일반적인 그림이 하나의 장면을 보여 주는 것과 달리 병풍은 여러 장면을 보여 주어 이야기의 시간적 흐름을 표현할 수 있습니다. <span adaptation='no'>또</span>한 여러 폭의 장면을 통해 공간감을 형성할 수도 있습니다.
병풍은 다양한 역할을 했습니다. 장식품으로서 집안을 꾸미는 데 사용되기도 하고, 좋은 글이나 그림을 보기 위해 사용되기도 했습니다. 또 공간을 나누거나 바람을 막고 벽을 가리는 등 실용적 용도로도 사용되었습니다. 혼례나 제사 등의 집안 행사 때는 의례용으로도 사용되었는데, 소망이나 의미를 담은 병풍을 세워서 일상적인 공간을 특별한 장소로 만들었습니다.
이처럼 병풍은 그만의 특징과 오랜 역사를 지녔고, 쓰임새가 다양했습니다. 현대에는 다양한 장식품이 등장하고 주거나 의례 <span adaptation='no'>형태가</span> 변화하면서 병풍의 소비가 감소하였으나, 과거의 병풍을 복원하거나 현대적인 요소를 더하는 등 그 아름다움과 가치를 계승하기 위한 노력은 계속되고 있습니다.
","['접고', '함께해', '붙여', '형태가', '또']","임금님 뒤에 있는 큰 그림 병풍을 본 적 있나요? 해와 달, 다섯 개의 산이 그려진 이 병풍은 '일월오봉병'이라고 해요. 옛날부터 병풍은 우리 생활에서 중요한 물건이었어요.

병풍은 아주 오래전부터 있었어요. 신라 시대에도 병풍이 있었대요. 조선 시대에는 더 많은 사람들이 병풍을 사용했어요.

병풍은 특별한 방법으로 만들어요. 여러 개의 나무판을 이어 붙이고, 그 위에 종이나 천을 <span adaptation='no'>붙여</span> 그림을 그려요. 병풍은 여러 장면을 한꺼번에 보여줄 수 있어서 특별해요.

병풍은 여러 가지로 쓰였어요. 집을 예쁘게 꾸미거나, 좋은 그림을 보여주거나, 방을 나누는 데 썼어요. 결혼식이나 제사 때도 병풍을 사용했어요.

지금은 병풍을 많이 사용하지 않아요. 하지만 옛날 병풍을 다시 만들거나 새로운 병풍을 만드는 사람들이 있어요.",0.2
"
체육 시간에 운동장에서 있었던 일이다. 오늘은 <span adaptation='no'>새로운</span> 경기를 해 봤다. 양 팀에서 한 명씩 공을 차면서 고깔이 있는 데까지 갔다가 출발점으로 빨리 돌아온 선수가 점수를 얻는 경기였다. 나는 차례를 기다리면서 응원을 하였다. 
두 팀의 점수가 엎치락뒤치락하다가 어느새 동점이 되었다. 과연 어느 팀이 이길지 <span adaptation='no'>조마조마한</span> 마음이 들었다. 드디어 마지막 차례인 나와 내 짝 민서의 차례가 되었다. 나는 조심조심 공을 몰고 고깔로 향하였다. 그런데 공을 몰고 가던 중 내가 찬 공과 민서가 몰던 공이 부딪쳤다. 그 바람에 민서가 공에 걸려 넘어지고 말았다.
'민서를 일으켜줘야 하나? 아니면 그냥 가야 하나?' 그때 우리 편 친구들이 내 이름을 부르며 빨리 들어오라고 재촉하였다. 나는 마음은 무거웠지만 넘어진 민서에게서 눈을 돌려 공을 몰고 그냥 결승선으로 들어왔다. 우리 편 친구들의 함성 소리가 운동장을 가득 메웠다.
잠시 뒤에 민서는 일어나서 공을 몰고 결승선으로 돌아왔다. 민서의 얼굴이 빨갛게 변하여 있었다. 옷에는 흙이 묻어 있었다. 나는 민서에게 다가가 ""민서야, 미안해.""라고 말하였다. 민서는 옷에 묻어 있는 흙을 털어낸 후 미소를 지으며 나에게 말하였다. ""괜찮아, 일부러 그런 것도 아니잖아."" 그렇게 말하는 민서에게 더 미안한 마음이 들었다.
","['새로운', '조마조마한']","체육 시간에 우리는 <span adaptation='no'>새로운</span> 놀이를 했어요. 두 팀으로 나눠서 공을 차면서 고깔을 돌아오는 경기였어요. 나는 다른 친구들이 경기하는 동안 응원을 했어요.

두 팀의 점수가 똑같아졌어요. 마지막으로 내 차례가 되었어요. 상대 팀에서는 내 짝 민서가 나왔어요. 우리는 공을 차면서 달렸는데, 공이 서로 부딪쳐서 민서가 넘어졌어요.

나는 민서를 도와줘야 할지 고민했어요. 하지만 우리 팀 친구들이 빨리 오라고 해서 그냥 달려왔어요. 우리 팀이 이겨서 친구들이 기뻐했어요.

민서는 조금 뒤에 일어나서 왔어요. 민서의 얼굴이 빨갛고 옷에는 흙이 묻어 있었어요. 내가 ""미안해""라고 하자 민서는 ""괜찮아, 일부러 그런 것도 아니잖아""라고 말해주었어요. 하지만 나는 더 미안했어요.",0.5
"
옛날 <span adaptation='no'>어느</span> 마을에 가난하지만 참외 농사를 지으며 부지런히 <span adaptation='no'>사는</span> 농부가 한 명 있었습니다. 어느 해 여름에 농부는 밭에서 유난히 크고 탐스럽게 열린 <span adaptation='no'>참외를</span> 보았습니다. 그 참외를 보자 농부의 머릿속에 항상 고을을 잘 다스리는 원님이 떠올랐습니다. 원님은 어질고 지혜롭기로 소문이 자자했습니다.
<span adaptation='no'>'마을을</span> 이리저리 살피시느라 원님께서 많이 고생하실 텐데....... 이 좋은 참외를 원님께 드려야지.'
참외를 받은 원님은 크게 기뻐했습니다. <span adaptation='no'>""</span>이렇게 탐스러운 참외는 처음이구나. 여봐라, 요즘 들어온 것 중에 가장 귀한 것이 무엇이냐?"" 이방은 황소가 한 마리 있다고 말했습니다. ""그 황소를 저 농부에게 주어라.""
부지런한 농부는 착한 마음씨 덕분에 참외 하나로 황소를 얻었습니다. 어느새, 착한 농부가 상을 받았다는 이야기가 널리 퍼져나갔습니다. 
같은 마을에 사는 욕심 많은 농부는 이 소문을 듣고 하루 종일 배가 아파 끙끙거렸습니다. ""에잇, 이럴 줄 알았으면 내가 먼저 참외를 바치는 건데."" 욕심 많은 농부는 꾀를 냈습니다. 그리고 외양간으로 가서 가장 크고 튼튼한 황소를 끌고 원님께 갔습니다.
""제가 평생 소를 키웠지만 이렇게 크고 튼튼한 황소는 처음입니다. 받아 주십시오."" 원님은 황소를 보고 감탄했습니다. 욕심 많은 농부는 자기가 무엇을 받게 될까 기대하며 곁눈질로 곳간을 슬쩍슬쩍 쳐다봤습니다. 원님은 그 모습을 보고 금세 욕심 많은 농부의 속마음을 눈치챘습니다. 
원님은 이번에도 이방을 불러 물었습니다. ""여봐라, 요즘 들어온 것 중에 가장 귀한 것이 무엇이냐?"" ""얼마 전에 들어온 크고 귀한 참외가 있습니다."" ""잘 됐구나. 그 참외를 이 사람에게 상으로 주어라.""
욕심 많은 농부는 참외를 보며 울음을 터뜨렸습니다.
","['어느', '참외를', ""'마을을"", '사는', '""']","<span adaptation='no'>어느</span> 마을에 참외를 기르는 농부가 살았어요. 어느 날 농부는 크고 맛있어 보이는 <span adaptation='no'>참외를</span> 보았어요. 농부는 마을을 잘 돌보시는 착한 원님이 생각났어요. <span adaptation='no'>'마을을</span> 돌보느라 힘드실 텐데, 이 참외를 드리면 좋아하실 거야.'

참외를 받은 원님은 정말 기뻤어요. <span adaptation='no'>""</span>이렇게 예쁜 참외는 처음 봐요. 우리 창고에서 제일 좋은 게 뭐지?"" 이방이 황소가 있다고 했어요. 원님은 그 황소를 농부에게 주라고 했어요.

이웃에 사는 욕심 많은 농부가 이 이야기를 들었어요. '나도 원님한테 뭔가를 드리면 더 좋은 걸 받을 수 있겠다'고 생각했어요. 그래서 제일 좋은 황소를 원님께 드렸어요.

하지만 원님은 욕심 많은 농부의 속마음을 알아챘어요. 원님은 황소를 받고 그 농부에게 참외 하나를 주었어요. 욕심 많은 농부는 울면서 돌아갔어요.",0.8
"신뢰는 오직 지(知)와 무지의 중간 상태에서만 가능하다. 신뢰는 타인에 대한 무지에도 불구하고 그와 긍정적 관계를 맺게 한다. 신뢰는 무지에도 불구하고 행동할 수 있게 만들어준다. 내가 이미 <span adaptation='no'>모든</span> 것을 알고 있다면 신뢰란 것은 아예 필요하지도 않을 것이다. 투명성이란 <span adaptation='no'>모든</span> 무지가 제거된 상태를 뜻한다. 투명성이 지배하는 곳에서 신뢰의 공간은 존재하지 않는다. 신뢰 위에 세워진 사회에서는 투명성에 대한 집요한 요구가 생겨나지 않는다. 투명사회는 불신과 의심의 사회, 신뢰가 줄어들기에 통제에 기대려는 사회다. 투명성을 요구하는 목소리가 높아진 것은 사회의 <span adaptation='no'>도덕적</span> 기반이 취약해졌다는 것, 진실성이나 정직성과 같은 도덕적 가치가 점점 더 의미를 잃어가고 있다는  것을 증명한다.","['도덕적', '모든']","신뢰는 우리가 어떤 것을 완전히 모르지도 않고, 완전히 알지도 않을 때 생겨요. 다른 사람에 대해 잘 모르더라도 좋은 관계를 맺을 수 있게 해주는 게 바로 신뢰예요. 신뢰가 있으면 모든 것을 알지 못해도 행동할 수 있어요. <span adaptation='no'>모든</span> 것을 다 알고 있다면 신뢰는 필요 없을 거예요.

투명성은 모르는 게 하나도 없는 상태를 말해요. 투명한 곳에서는 신뢰가 필요 없어요. 신뢰가 있는 사회는 모든 걸 다 보여달라고 하지 않아요. 하지만 투명한 사회는 서로 믿지 못하고 의심하는 사회예요. 신뢰가 없어서 다른 사람을 자꾸 감시하려고 해요.

요즘 모든 걸 다 보여달라고 하는 목소리가 커진 것은, 사회에서 <span adaptation='no'>도덕적</span> 기준이 약해졌다는 뜻이에요. 진실하고 바르게 사는 것이 점점 중요하지 않아지고 있다는 걸 보여줘요.",1.0
"
나그네가 눈보라 치는 산길을 걷고 있었다. 그는 해가 지기 전에 아랫<span adaptation='no'>마을</span>에 도착하려고 하였다. 시간을 지체하다가 체온이 떨어져 목숨이 위험할 수도 <span adaptation='no'>있기</span> 때문이었다.
정상에 이르렀을 때, 나그네는 한 남자를 보았다. 나그네는 기뻐하며 그에게 다가갔다.
""어디로 가십니까?""
인기척을 느낀 <span adaptation='no'>남자는</span> 반갑게 대답하였다.
""산 아랫마을에 갑니다.""
""저도 그곳으로 갑니다. 길동무를 만나다니 행운입니다.""
땅 위로 어둠이 내리고 있었지만, 서로 의지한다면 아랫마을에 도착할 수 있을 것 같았다.
얼마쯤 걸었을까. 나그네는 조금 전에 갔던 길을 다시 걷고 있다는 것을 깨달았다.
""아무래도 길을 잃은 것 같습니다.""
남자도 나그네의 얼굴을 초조하게 바라보며 대답하였다.
""큰일이군요. 날이 점점 어두워지고 있어요.""
나그네는 산등성이를 바라보더니 이내 앞장서서 걷기 시작하였다.
""저를 따라오세요.""
산 중턱에 이르렀을 때, 나그네는 눈 위에 솟아오른 무언가를 보았다. 그것은 사람의 발이었다. 나그네와 남자가 놀라며 쓰러진 사람에게 다가가려는 순간, 그의 발이 움직였다.
나그네는 쓰러진 노인에게 달려가 몸을 흔들었다.
""정신 차려요! 이대로 있다가는 죽어요.""
백발이 성성한 노인은 얕은 숨을 내뱉을 뿐이었다. 그를 그대로 두었다가는 목숨을 잃을 것이 뻔하였다. 나그네는 남자에게 말하였다.
""이분을 모시고 내려갑시다.""
남자는 고개를 내저었다.
""안 돼요. 자칫하면 우리까지 얼어 죽어요!""
""그럼 이 사람을 버려두고 가겠다는 말입니까?""
""내 알 바가 아니오.""
남자는 혼자 길을 떠났다. 나그네는 노인을 등에 업었다.
눈보라가 거세게 몰아쳤지만, 나그네는 노인을 잡은 손에 힘을 주며 앞으로 나아갔다.
다행히 눈보라는 점차 약해졌고, 서로의 온기로 체온이 유지되었다.
어느 순간, 아랫마을이 보이기 시작하였다. 나그네는 안도감에 마을을 둘러보다 마을 입구에 한 사람이 쓰러져 있는 것을 발견하였다.
혼자 산을 내려갔던 그 남자였다.
","['있기', '마을', '남자는']","어느 날 한 나그네가 눈이 많이 오는 산길을 걷고 있었어요. 해가 지기 전에 아랫<span adaptation='no'>마을</span>에 가야만 했어요. 추워서 위험할 수 <span adaptation='no'>있기</span> 때문이었죠. 산 꼭대기에서 다른 사람을 만났어요. <span adaptation='no'>남자는</span> 나그네와 같은 마을로 간다고 했어요.

같이 가다가 길을 잃었어요. 날이 어두워지고 있었죠. 그때 눈 위에 쓰러진 노인을 발견했어요. 나그네는 노인을 구하자고 했어요. 하지만 남자는 싫다고 했어요. 남자는 혼자 가버렸고, 나그네는 노인을 업고 길을 갔어요.

눈이 많이 왔지만, 나그네는 노인을 꼭 잡고 걸었어요. 마침내 마을이 보였어요. 그런데 마을 앞에서 혼자 가버린 남자가 쓰러져 있었어요.",1.0
"
해와 달, 다섯 개의 산봉우리가 그려진 병풍을 본 적 있나요? 이는 「일월오봉병」이라는 작품으로, 왕의 자리를 상징하여 조선 시대를 배경으로 한 드라마에 자주 등장하곤 합니다. 이러한 병풍은 중요한 실용품이자 예술품으로서, 오랜 <span adaptation='no'>세월</span> 우리 생활 속에 함께해 왔습니다.
병풍은 오랜 역사를 가지고 있습니다. 우리나라에서 병풍이 사용된 것은 7세기까지 거슬러 올라갑니다. 「삼국사기」에 따르면 신라가 당나라에 보낸 조공 중에 병풍이 포함되어 있습니다. 무려 천년이 넘는 역사를 가진 셈입니다. 조선 시대 때는 유교 문화가 발달하자 병풍이 의례용으로 많이 사용되면서 전성기를 맞이하기도 했습니다.
병풍은 보통의 그림과는 다른 특징이 있습니다. 병풍은 접고 펴기가 편하게 여러 장의 나무판을 엮어서 만듭니다. 그리고 그 위에 종이나 삼베를 붙여 그림을 그리거나 글씨를 쓰는데, 일반적인 그림이 하나의 장면을 보여 주는 것과 달리 병풍은 여러 장면을 보여 주어 이야기의 시간적 흐름을 표현할 수 있습니다. 또한 여러 폭의 장면을 통해 공간감을 형성할 수도 있습니다.
병풍은 다양한 역할을 했습니다. 장식품으로서 집안을 꾸미는 데 사용되기도 하고, 좋은 글이나 그림을 보기 위해 사용되기도 했습니다. 또 <span adaptation='no'>공간을</span> 나누거나 바람을 막고 벽을 가리는 등 실용적 용도로도 사용되었습니다. 혼례나 제사 등의 집안 행사 때는 의례용으로도 사용되었는데, 소망이나 의미를 담은 병풍을 세워서 일상적인 공간을 특별한 장소로 만들었습니다.
이처럼 병풍은 그만의 특징과 오랜 역사를 지녔고, 쓰임새가 <span adaptation='no'>다양했습니다</span>. 현대에는 다양한 장식품이 등장하고 주거나 의례 형태가 변화하면서 병풍의 소비가 감소하였으나, 과거의 병풍을 복원하거나 현대적인 <span adaptation='no'>요소를</span> 더하는 등 그 아름다움과 가치를 계승하기 위한 노력은 계속되고 있습니다.
","['공간을', '세월', '요소를', '다양했습니다']","옛날 왕이 앉는 곳 뒤에는 해와 달, 다섯 개의 산이 그려진 큰 병풍이 있었어요. 이런 병풍은 오랫동안 우리 생활에서 중요했어요.

병풍은 아주 오래전부터 있었어요. 1300년도 더 전인 신라 시대에도 병풍이 있었대요. 조선 시대에는 더 많은 사람들이 병풍을 썼어요.

병풍은 특별해요. 여러 장의 나무판을 이어 붙여서 접었다 폈다 할 수 있게 만들어요. 그 위에 종이나 천을 붙이고 그림을 그려요. 병풍은 여러 그림을 한번에 볼 수 있어서 이야기를 더 잘 전할 수 있어요.

병풍은 여러 가지로 쓰였어요. 집을 예쁘게 꾸미거나, 좋은 그림을 보여주거나, <span adaptation='no'>공간을</span> 나누고 바람을 막는 데 썼어요. 결혼식이나 제사 때도 병풍을 썼어요.

지금은 예전보다 병풍을 적게 써요. 하지만 옛날 병풍을 다시 만들거나 새로운 병풍을 만드는 사람들이 있어요. 병풍의 아름다움을 지키려고 노력하고 있어요.",0.25
"
체육 시간에 운동장에서 있었던 일이다. 오늘은 새로운 경기를 해 봤다. 양 팀에서 한 <span adaptation='no'>명씩</span> 공을 차면서 고깔이 있는 데까지 갔다가 출발점으로 빨리 돌아온 선수가 점수를 얻는 경기였다. 나는 차례를 기다리면서 응원을 하였다. 
두 팀의 점수가 엎치락뒤치락하다가 어느새 동점이 되었다. 과연 어느 팀이 이길지 조마조마한 마음이 들었다. 드디어 마지막 차례인 나와 내 짝 민서의 차례가 되었다. 나는 조심조심 공을 몰고 고깔로 향하였다. 그런데 공을 몰고 <span adaptation='no'>가던</span> 중 내가 찬 공과 민서가 몰던 <span adaptation='no'>공이</span> 부딪쳤다. 그 바람에 민서가 공에 걸려 넘어지고 말았다.
'민서를 <span adaptation='no'>일으켜줘야</span> 하나? 아니면 그냥 가야 하나?' 그때 우리 편 친구들이 내 이름을 부르며 빨리 들어오라고 재촉하였다. 나는 마음은 무거웠지만 넘어진 민서에게서 눈을 돌려 공을 몰고 그냥 결승선으로 들어왔다. 우리 편 친구들의 함성 소리가 운동장을 가득 메웠다.
잠시 뒤에 민서는 <span adaptation='no'>일어나서</span> 공을 몰고 결승선으로 돌아왔다. 민서의 얼굴이 빨갛게 변하여 있었다. 옷에는 흙이 묻어 있었다. 나는 민서에게 다가가 ""민서야, 미안해.""라고 말하였다. 민서는 옷에 묻어 있는 흙을 털어낸 후 미소를 지으며 나에게 말하였다. ""괜찮아, 일부러 그런 것도 아니잖아."" 그렇게 말하는 민서에게 더 미안한 마음이 들었다.
","['가던', '일으켜줘야', '명씩', '일어나서', '공이']","체육 시간에 운동장에서 새로운 놀이를 했어요. 두 팀으로 나누어서 공을 차면서 고깔을 돌아오는 경기였어요. 먼저 돌아오는 사람이 이기는 거예요. 우리는 서로 응원도 했어요.

두 팀의 점수가 계속 비슷했어요. 마지막으로 나와 짝꿍 민서가 경기를 하게 됐어요. 나는 조심히 공을 차면서 갔어요. 그런데 내 공이 민서의 공과 부딪쳤어요. 민서가 넘어졌어요. 내가 민서를 도와줘야 할지 고민했어요. 하지만 친구들이 빨리 들어오라고 해서 그냥 달려왔어요.

조금 뒤에 민서가 <span adaptation='no'>일어나서</span> 들어왔어요. 민서의 얼굴이 빨개졌고 옷에는 흙이 묻었어요. 나는 민서에게 미안하다고 말했어요. 민서는 괜찮다고 말해줬어요. 하지만 나는 더 미안했어요.",0.2
"
옛날 어느 마을에 <span adaptation='no'>가난하지만</span> 참외 농사를 지으며 부지런히 사는 농부가 한 명 있었습니다. 어느 해 여름에 농부는 밭에서 유난히 크고 탐스럽게 열린 참외를 보았습니다. 그 참외를 보자 농부의 머릿속에 항상 고을을 잘 다스리는 원님이 떠올랐습니다. 원님은 어질고 지혜롭기로 소문이 자자했습니다.
'마을을 이리저리 살피시느라 원님께서 많이 고생하실 텐데....... 이 좋은 참외를 원님께 드려야지.'
참외를 받은 원님은 크게 기뻐했습니다. ""이렇게 탐스러운 참외는 처음이구나. 여봐라, 요즘 들어온 것 중에 가장 귀한 것이 무엇이냐?"" 이방은 황소가 한 마리 있다고 말했습니다. ""그 <span adaptation='no'>황소를</span> 저 농부에게 주어라.""
부지런한 농부는 착한 마음씨 덕분에 참외 하나로 황소를 얻었습니다. 어느새, 착한 농부가 상을 받았다는 이야기가 널리 퍼져나갔습니다. 
같은 마을에 사는 욕심 많은 농부는 이 소문을 듣고 하루 종일 배가 아파 끙끙거렸습니다. ""에잇, 이럴 줄 알았으면 내가 먼저 참외를 바치는 건데."" 욕심 많은 농부는 꾀를 냈습니다. 그리고 외양간으로 가서 가장 크고 튼튼한 황소를 끌고 원님께 갔습니다.
""제가 평생 소를 키웠지만 이렇게 크고 튼튼한 황소는 <span adaptation='no'>처음입니다</span>. 받아 주십시오."" 원님은 황소를 보고 감탄했습니다. 욕심 많은 농부는 자기가 무엇을 받게 될까 기대하며 곁눈질로 곳간을 슬쩍슬쩍 쳐다봤습니다. 원님은 그 모습을 보고 금세 욕심 많은 농부의 속마음을 눈치챘습니다. 
원님은 이번에도 이방을 불러 물었습니다. ""여봐라, 요즘 들어온 것 중에 가장 귀한 것이 무엇이냐?"" ""얼마 전에 들어온 크고 귀한 참외가 있습니다."" ""잘 됐구나. 그 참외를 이 사람에게 상으로 주어라.""
욕심 많은 농부는 참외를 보며 울음을 터뜨렸습니다.
","['황소를', '처음입니다', '가난하지만']","옛날에 참외 농사를 짓는 농부가 살았어요. <span adaptation='no'>가난하지만</span> 열심히 일했어요. 어느 날 크고 예쁜 참외가 열렸어요. 농부는 마을을 잘 돌보는 착한 원님이 생각났어요.

원님은 참외를 받고 무척 기뻐했어요. 원님은 그 답례로 농부에게 <span adaptation='no'>황소를</span> 선물했어요.

같은 마을의 욕심 많은 농부가 이 이야기를 들었어요. 그는 더 많은 것을 받고 싶어서 큰 황소를 원님께 드렸어요. ""이렇게 크고 튼튼한 황소는 <span adaptation='no'>처음입니다</span>."" 라고 말했어요.

하지만 원님은 욕심 많은 농부의 마음을 알아챘어요. 그래서 원님은 그에게 참외 하나를 주었어요. 욕심 많은 농부는 울면서 돌아갔어요.",1.0
