original_passage,tagged_words,response_summary,em_score
"햇살이 부드럽게 깔리는 오후, 그는 오래된 서점 한쪽에서 <span adaptation='no'>낡은 책 한 권</span>을 펼쳤다. 책장 사이에는 누군가 남긴 메모가 끼워져 있었다.
""이 글을 읽는 당신은 행복한가요?""
 그는 메모를 <span adaptation='no'>한참</span> 바라보았다. 행복한가, 라는 질문이 머릿속을 맴돌았다. 순간, 창밖에서 아이들의 웃음소리가 들려왔다. 따뜻한 바람이 불어와 책장을 넘겼다.
그는 다시 메모를 바라보며 조용히 중얼거렸다.

""나는, <span adaptation='no'>정말</span> 행복한 걸까?""","['한참', '낡은 책 한 권', '정말']","```따뜻한 햇살이 비치는 오후예요. 어떤 사람이 오래된 서점에서 <span adaptation='no'>낡은 책 한 권</span>을 펴보고 있었어요. 그런데 책 사이에 누군가가 쓴 쪽지가 있었어요. 쪽지에는 ""이 글을 읽는 당신은 행복한가요?""라고 쓰여 있었어요. 그 사람은 쪽지를 <span adaptation='no'>한참</span> 동안 보았어요. 그때 밖에서 아이들이 즐겁게 웃는 소리가 들렸어요. 부드러운 바람이 불어와서 책장이 저절로 넘어갔어요. 그 사람은 다시 쪽지를 보며 작은 소리로 말했어요. ""나는, <span adaptation='no'>정말</span> 행복한 걸까?""```",1.0
"햇살이 부드럽게 깔리는 오후, 그는 오래된 서점 한쪽에서 <span adaptation='no'>낡은 책 한 권</span>을 펼쳤다. 책장 사이에는 누군가 남긴 메모가 끼워져 있었다.
""이 글을 읽는 당신은 행복한가요?""
 그는 메모를 <span adaptation='no'>한참</span> 바라보았다. 행복한가, 라는 질문이 머릿속을 맴돌았다. 순간, 창밖에서 아이들의 웃음소리가 들려왔다. 따뜻한 바람이 불어와 책장을 넘겼다.
그는 다시 메모를 바라보며 조용히 중얼거렸다.

""나는, <span adaptation='no'>정말</span> 행복한 걸까?""","['한참', '낡은 책 한 권', '정말']","```따뜻한 햇살이 비치는 오후였어요. 그 사람은 오래된 서점에서 <span adaptation='no'>낡은 책 한 권</span>을 집어 들었어요. 그런데 책 속에서 누군가가 쓴 쪽지가 나왔어요. 쪽지에는 ""이 글을 읽는 당신은 행복한가요?""라고 쓰여 있었어요. 그 사람은 쪽지를 <span adaptation='no'>한참</span> 동안 보았어요. 그때 밖에서 아이들이 즐겁게 웃는 소리가 들렸어요. 부드러운 바람이 불어와 책장이 넘어갔어요. 그 사람은 다시 쪽지를 보면서 작은 목소리로 말했어요. ""나는, <span adaptation='no'>정말</span> 행복한 걸까?""```",1.0
"햇살이 부드럽게 깔리는 오후, 그는 오래된 서점 한쪽에서 <span adaptation='no'>낡은 책 한 권</span>을 펼쳤다. 책장 사이에는 누군가 남긴 메모가 끼워져 있었다.
""이 글을 읽는 당신은 행복한가요?""
 그는 메모를 <span adaptation='no'>한참</span> 바라보았다. 행복한가, 라는 질문이 머릿속을 맴돌았다. 순간, 창밖에서 아이들의 웃음소리가 들려왔다. 따뜻한 바람이 불어와 책장을 넘겼다.
그는 다시 메모를 바라보며 조용히 중얼거렸다.

""나는, <span adaptation='no'>정말</span> 행복한 걸까?""","['한참', '낡은 책 한 권', '정말']","```따뜻한 햇살이 비치는 오후였어요. 어떤 사람이 오래된 서점에서 <span adaptation='no'>낡은 책 한 권</span>을 폈어요. 책 속에는 누군가가 쓴 쪽지가 있었어요. 쪽지에는 ""당신은 행복하나요?""라고 적혀 있었어요. 그 사람은 쪽지를 <span adaptation='no'>한참</span> 동안 보았어요. '행복한가'하는 생각이 계속 떠올랐어요. 그때 밖에서 아이들이 즐겁게 웃는 소리가 들렸어요. 따뜻한 바람이 불어와 책장이 넘어갔어요. 그 사람은 다시 쪽지를 보며 작은 소리로 말했어요. ""나는 <span adaptation='no'>정말</span> 행복한 걸까?""```",1.0
"햇살이 부드럽게 깔리는 오후, 그는 오래된 서점 한쪽에서 <span adaptation='no'>낡은 책 한 권</span>을 펼쳤다. 책장 사이에는 누군가 남긴 메모가 끼워져 있었다.
""이 글을 읽는 당신은 행복한가요?""
 그는 메모를 <span adaptation='no'>한참</span> 바라보았다. 행복한가, 라는 질문이 머릿속을 맴돌았다. 순간, 창밖에서 아이들의 웃음소리가 들려왔다. 따뜻한 바람이 불어와 책장을 넘겼다.
그는 다시 메모를 바라보며 조용히 중얼거렸다.

""나는, <span adaptation='no'>정말</span> 행복한 걸까?""","['한참', '낡은 책 한 권', '정말']","```따뜻한 햇빛이 비치는 오후예요. 어떤 사람이 오래된 서점에서 <span adaptation='no'>낡은 책 한 권</span>을 폈어요. 책 속에는 누군가가 쓴 쪽지가 있었어요. 쪽지에는 ""당신은 행복하나요?""라고 쓰여 있었어요. 그 사람은 쪽지를 <span adaptation='no'>한참</span> 동안 보았어요. 그때 밖에서 아이들이 즐겁게 웃는 소리가 들렸어요. 따뜻한 바람이 불어와서 책장이 넘어갔어요. 그 사람은 다시 쪽지를 보면서 작은 소리로 말했어요. ""나는, <span adaptation='no'>정말</span> 행복한 걸까?""```",1.0
"햇살이 부드럽게 깔리는 오후, 그는 오래된 서점 한쪽에서 <span adaptation='no'>낡은 책 한 권</span>을 펼쳤다. 책장 사이에는 누군가 남긴 메모가 끼워져 있었다.
""이 글을 읽는 당신은 행복한가요?""
 그는 메모를 <span adaptation='no'>한참</span> 바라보았다. 행복한가, 라는 질문이 머릿속을 맴돌았다. 순간, 창밖에서 아이들의 웃음소리가 들려왔다. 따뜻한 바람이 불어와 책장을 넘겼다.
그는 다시 메모를 바라보며 조용히 중얼거렸다.

""나는, <span adaptation='no'>정말</span> 행복한 걸까?""","['한참', '낡은 책 한 권', '정말']","```따뜻한 햇빛이 비치는 오후에, 한 사람이 오래된 서점에서 <span adaptation='no'>낡은 책 한 권</span>을 폈어요. 책 속에는 누군가가 쓴 쪽지가 있었어요. 쪽지에는 ""이 글을 읽는 당신은 행복한가요?""라고 쓰여 있었어요. 그 사람은 쪽지를 <span adaptation='no'>한참</span> 동안 보았어요. '행복한가?'라는 생각이 계속 들었어요. 그때 밖에서 아이들이 즐겁게 웃는 소리가 들렸어요. 따뜻한 바람이 불어와서 책장이 넘어갔어요. 그 사람은 쪽지를 다시 보면서 작은 소리로 말했어요. ""나는, <span adaptation='no'>정말</span> 행복한 걸까?""```",1.0
"비 내리는 저녁, 그는 오래된 다리를 천천히 걸었다. 젖은 돌바닥이 반들거리고, 강물은 흐릿한 불빛을 조각난 파문으로 흩어냈다. 발끝에 스치는 공기가 차가웠지만, 그것보다 <span adaptation='no'>더 서늘한 것</span>은 <span adaptation='no'>기억</span>이었다.
한때 그는 이곳에서 누군가를 기다렸다. 비슷한 계절, 비슷한 시간, 하지만 다른 감정으로. 그날의 자신은 초조함과 기대 사이를 오갔고, <span adaptation='no'>기다림 끝</span>에 찾아온 것은 기쁨이 아니라 <span adaptation='no'>침묵</span>이었다. 오지 않은 사람, 남겨진 말들, 사라진 약속.
그는 다리 난간에 손을 얹었다. 수십 년을 흐른 강물 아래, 과거는 아직도 저마다의 형체를 유지한 채 흘러가는 것만 같았다. 어쩌면, 시간은 모든 것을 지운<span adaptation='no'>다기</span>보다 희미하게 덮어둘 뿐인지도 몰랐다.
그렇다면, 우리가 잊는 것은 정말 사라진 것일까.","['기억', '기다림 끝', '더 서늘한 것', '다기', '침묵']","```비가 오는 저녁이었어요. 한 사람이 오래된 다리를 천천히 걸었어요. 젖은 돌바닥은 반짝이고, 강물은 흐린 불빛을 잔잔히 비췄어요. 발에 닿는 바람은 추웠지만, <span adaptation='no'>더 서늘한 것</span>은 <span adaptation='no'>기억</span>이었어요.

예전에 그 사람은 이 다리에서 누군가를 기다렸어요. 그때도 지금처럼 비슷한 계절, 비슷한 시간이었지만, 마음은 달랐어요. 그때는 설렘과 걱정으로 가득했는데, <span adaptation='no'>기다림 끝</span>에 만난 건 기쁨이 아닌 <span adaptation='no'>침묵</span>이었어요. 오지 않은 사람, 하지 못한 말들, 깨진 약속만 남았어요.

그 사람은 다리 난간에 손을 올렸어요. 오랜 세월 흘러간 강물 아래에는, 아직도 예전 일들이 그대로 남아있는 것 같았어요. 아마도 시간은 모든 걸 완전히 지우지는 않고, 그냥 살짝 가려두기만 하는 걸지도 몰라요.

그렇다면, 우리가 잊어버린 것들은 정말로 없어진 걸까요?```",0.8
"비 내리는 저녁, 그는 오래된 다리를 천천히 걸었다. 젖은 돌바닥이 반들거리고, 강물은 흐릿한 불빛을 조각난 파문으로 흩어냈다. 발끝에 스치는 공기가 차가웠지만, 그것보다 <span adaptation='no'>더 서늘한 것</span>은 <span adaptation='no'>기억</span>이었다.
한때 그는 이곳에서 누군가를 기다렸다. 비슷한 계절, 비슷한 시간, 하지만 다른 감정으로. 그날의 자신은 초조함과 기대 사이를 오갔고, <span adaptation='no'>기다림 끝</span>에 찾아온 것은 기쁨이 아니라 <span adaptation='no'>침묵</span>이었다. 오지 않은 사람, 남겨진 말들, 사라진 약속.
그는 다리 난간에 손을 얹었다. 수십 년을 흐른 강물 아래, 과거는 아직도 저마다의 형체를 유지한 채 흘러가는 것만 같았다. 어쩌면, 시간은 모든 것을 지운<span adaptation='no'>다기</span>보다 희미하게 덮어둘 뿐인지도 몰랐다.
그렇다면, 우리가 잊는 것은 정말 사라진 것일까.","['기억', '기다림 끝', '더 서늘한 것', '다기', '침묵']","```비가 오는 저녁이었어요. 그 사람은 오래된 다리를 천천히 걸었어요. 비에 젖은 돌바닥이 반짝였고, 강물 위에서는 불빛이 반짝거렸어요. 발끝이 차가웠지만, <span adaptation='no'>더 서늘한 것</span>은 <span adaptation='no'>기억</span>이었어요.

예전에 그 사람은 이 다리에서 누군가를 기다렸어요. 지금처럼 비슷한 계절, 비슷한 시간이었지만, 그때는 다른 마음이었죠. 그날 그 사람은 설레기도 하고 불안하기도 했어요. 하지만 <span adaptation='no'>기다림 끝</span>에 찾아온 건 기쁨이 아닌 <span adaptation='no'>침묵</span>이었어요. 약속한 사람은 오지 않았고, 말도 없었어요.

그 사람은 다리 난간에 손을 올려놓았어요. 오랜 시간 동안 흘러간 강물 아래에는, 아직도 예전 일들이 그대로 있는 것 같았어요. 아마도 시간은 모든 걸 지워버리는 게 아니라, 살짝 가려두기만 하는 걸지도 몰라요.

그렇다면, 우리가 잊어버린 것들은 정말로 사라진 걸까요?```",0.8
"비 내리는 저녁, 그는 오래된 다리를 천천히 걸었다. 젖은 돌바닥이 반들거리고, 강물은 흐릿한 불빛을 조각난 파문으로 흩어냈다. 발끝에 스치는 공기가 차가웠지만, 그것보다 <span adaptation='no'>더 서늘한 것</span>은 <span adaptation='no'>기억</span>이었다.
한때 그는 이곳에서 누군가를 기다렸다. 비슷한 계절, 비슷한 시간, 하지만 다른 감정으로. 그날의 자신은 초조함과 기대 사이를 오갔고, <span adaptation='no'>기다림 끝</span>에 찾아온 것은 기쁨이 아니라 <span adaptation='no'>침묵</span>이었다. 오지 않은 사람, 남겨진 말들, 사라진 약속.
그는 다리 난간에 손을 얹었다. 수십 년을 흐른 강물 아래, 과거는 아직도 저마다의 형체를 유지한 채 흘러가는 것만 같았다. 어쩌면, 시간은 모든 것을 지운<span adaptation='no'>다기</span>보다 희미하게 덮어둘 뿐인지도 몰랐다.
그렇다면, 우리가 잊는 것은 정말 사라진 것일까.","['기억', '기다림 끝', '더 서늘한 것', '다기', '침묵']","```비가 내리는 저녁이었어요. 그 사람은 오래된 다리를 천천히 걸었어요. 비에 젖은 돌바닥이 반짝이고, 강물 위에서 불빛이 반짝거렸어요. 발끝이 차가웠지만, <span adaptation='no'>더 서늘한 것</span>은 <span adaptation='no'>기억</span>이었어요.

예전에 그 사람은 이 다리에서 누군가를 기다렸어요. 비슷한 계절, 비슷한 시간이었지만, 그때는 다른 마음이었죠. 그때는 설레기도 하고 불안하기도 했어요. 하지만 <span adaptation='no'>기다림 끝</span>에 찾아온 건 기쁨이 아닌 <span adaptation='no'>침묵</span>이었어요. 약속한 사람은 오지 않았고, 할 말은 하지 못했고, 약속은 지켜지지 않았어요.

그 사람은 다리 난간에 손을 올려놓았어요. 오랫동안 흘러온 강물 아래에는, 옛날 일들이 아직도 그대로 있는 것 같았어요. 시간은 모든 걸 지우는 게 아니라, 살짝 가려두기만 하는 걸지도 몰라요.

그렇다면, 우리가 잊어버린 것들은 정말로 사라진 걸까요?```",0.8
"비 내리는 저녁, 그는 오래된 다리를 천천히 걸었다. 젖은 돌바닥이 반들거리고, 강물은 흐릿한 불빛을 조각난 파문으로 흩어냈다. 발끝에 스치는 공기가 차가웠지만, 그것보다 <span adaptation='no'>더 서늘한 것</span>은 <span adaptation='no'>기억</span>이었다.
한때 그는 이곳에서 누군가를 기다렸다. 비슷한 계절, 비슷한 시간, 하지만 다른 감정으로. 그날의 자신은 초조함과 기대 사이를 오갔고, <span adaptation='no'>기다림 끝</span>에 찾아온 것은 기쁨이 아니라 <span adaptation='no'>침묵</span>이었다. 오지 않은 사람, 남겨진 말들, 사라진 약속.
그는 다리 난간에 손을 얹었다. 수십 년을 흐른 강물 아래, 과거는 아직도 저마다의 형체를 유지한 채 흘러가는 것만 같았다. 어쩌면, 시간은 모든 것을 지운<span adaptation='no'>다기</span>보다 희미하게 덮어둘 뿐인지도 몰랐다.
그렇다면, 우리가 잊는 것은 정말 사라진 것일까.","['기억', '기다림 끝', '더 서늘한 것', '다기', '침묵']","```비가 오는 저녁이었어요. 그 사람은 오래된 다리를 천천히 걸었어요. 비에 젖은 돌바닥이 반짝였고, 강물 위에서는 불빛이 깨져 반짝거렸어요. 발끝이 차가웠지만, <span adaptation='no'>더 서늘한 것</span>은 <span adaptation='no'>기억</span>이었어요.

예전에 그 사람은 이 다리에서 누군가를 기다린 적이 있어요. 그때도 비슷한 계절, 비슷한 시간이었지만, 마음은 달랐어요. 그때는 설레기도 하고 불안하기도 했어요. 하지만 <span adaptation='no'>기다림 끝</span>에 만난 건 기쁨이 아닌 <span adaptation='no'>침묵</span>이었어요. 기다리던 사람은 오지 않았고, 했던 말들과 약속은 사라져버렸어요.

그 사람은 다리 난간에 손을 올려놓았어요. 오랜 시간 흘러간 강물 아래에는, 옛날 일들이 아직도 그대로 흐르는 것 같았어요. 시간은 지나간 일을 완전히 지우지 않고, 그저 살짝 가려두기만 하는 걸지도 몰라요.

그렇다면, 우리가 잊었다고 생각하는 것들은 정말 없어진 걸까요?```",0.8
"비 내리는 저녁, 그는 오래된 다리를 천천히 걸었다. 젖은 돌바닥이 반들거리고, 강물은 흐릿한 불빛을 조각난 파문으로 흩어냈다. 발끝에 스치는 공기가 차가웠지만, 그것보다 <span adaptation='no'>더 서늘한 것</span>은 <span adaptation='no'>기억</span>이었다.
한때 그는 이곳에서 누군가를 기다렸다. 비슷한 계절, 비슷한 시간, 하지만 다른 감정으로. 그날의 자신은 초조함과 기대 사이를 오갔고, <span adaptation='no'>기다림 끝</span>에 찾아온 것은 기쁨이 아니라 <span adaptation='no'>침묵</span>이었다. 오지 않은 사람, 남겨진 말들, 사라진 약속.
그는 다리 난간에 손을 얹었다. 수십 년을 흐른 강물 아래, 과거는 아직도 저마다의 형체를 유지한 채 흘러가는 것만 같았다. 어쩌면, 시간은 모든 것을 지운<span adaptation='no'>다기</span>보다 희미하게 덮어둘 뿐인지도 몰랐다.
그렇다면, 우리가 잊는 것은 정말 사라진 것일까.","['기억', '기다림 끝', '더 서늘한 것', '다기', '침묵']","```비가 내리는 저녁이었어요. 그 사람은 오래된 다리를 천천히 걸었어요. 비에 젖은 돌바닥이 반짝이고, 강물 위에는 불빛이 반짝거렸어요. 발끝이 차가웠지만, <span adaptation='no'>더 서늘한 것</span>은 <span adaptation='no'>기억</span>이었어요.

예전에 그 사람은 이 다리에서 누군가를 기다렸어요. 그때도 지금처럼 비슷한 계절, 비슷한 시간이었지만, 마음은 달랐어요. 그때는 설레기도 하고 조마조마하기도 했어요. 하지만 <span adaptation='no'>기다림 끝</span>에 찾아온 건 기쁨이 아닌 <span adaptation='no'>침묵</span>이었어요. 약속한 사람은 오지 않았고, 말도 없었어요.

그 사람은 다리 난간에 손을 올려놓았어요. 오랜 시간 흘러간 강물 아래에는, 아직도 옛날 일들이 그대로 남아있는 것 같았어요. 

시간이 지나면 모든 게 사라지는 게 아니라, 그저 희미하게 가려질 뿐인지도 몰라요. 그렇다면 우리가 잊은 것들은 정말로 없어진 걸까요?```",0.8
